Return to OSDSYS?	Voltar ao OSDSYS?
return until you turn this back On (or re-add them	voltar até você ligar isso de novo (ou readicioná-los
Right aligned	Alinhado à direita
Save	Salvar
Save Changes	Salvar alterações
Save Settings	Salvar configurações
Save your changes before leaving?	Salvar suas alterações antes de sair?
Saving settings	Salvando configurações
Saving...	Salvando...
Saving/Applying...	Salvando/Aplicando...
Scanning exFAT HDD games...	Escaneando jogos do HDD exFAT...
Scanning games...	Escaneando jogos...
Scanning HDD partitions...	Escaneando partições do HDD...
Scanning MMCE games...	Escaneando jogos do MMCE...
Scanning MX4SIO games...	Escaneando jogos do MX4SIO...
Scanning SMB games...	Escaneando jogos do SMB...
Select	Selecionar
Select a share	Selecione um share
Server refused SMBv1\nenable SMBv1 support on the host	Servidor recusou SMBv1\native o suporte a SMBv1 no host
Settings	Configurações
Share not found\ncheck the Share name (host must allow SMB1)	Share não encontrado\nverifique o nome do Share (host deve permitir SMB1)
Show all discs	Mostrar todos os discos
Showing hidden games (dimmed) -- press L3 to unhide	Mostrando jogos ocultos (esmaecidos) -- pressione L3 para reexibir
Shown	Exibido
SMB / Network	SMB / Rede
SMB connect failed	Falha na conexão SMB
SMB connection dropped	Conexão SMB perdida
SMB login failed\ncheck User / Password	Falha no login SMB\nverifique Usuário / Senha
SMB modules	Módulos SMB
SMB modules are not installed\nGames list but won't boot without them --\ninstall via Settings > SMB modules, then Save	Módulos SMB não instalados\nJogos aparecem mas não iniciam sem eles --\ninstale em Configurações > Módulos SMB, depois Salvar
SMB modules are not installed\nGames will list but won't boot -- install them\nvia Settings > SMB modules first	Módulos SMB não instalados\nJogos aparecem mas não iniciam -- instale-os\nprimeiro em Configurações > Módulos SMB
SMB modules didn't install/remove\nmodule setting reverted; other settings were saved	Módulos SMB não instalados/removidos\nconfiguração de módulos revertida; outras foram salvas
SMB modules failed to load	Falha ao carregar módulos SMB
Startup	Inicialização
Static (manual)	Estático (manual)
Storage	Armazenamento
This backend isn't implemented yet	Este backend ainda não foi implementado
This removes the POPSTARTER pack -- including the	Isso remove o pacote POPSTARTER -- incluindo os
UI text hidden	Texto da interface ocultado
UI text shown	Texto da interface exibido
Video Standard	Padrão de vídeo
Visible	Visível
Visible (manage)	Visível (gerenciar)
Working...	Trabalhando...
X = Keep      O = Revert	X = Manter      O = Reverter
X = Select      O = Cancel	X = Selecionar      O = Cancelar
X = Yes      O = No	X = Sim      O = Não
Yes	Sim
